fdc_id,amount,modifier,gram_weight
173716,1,fillet,143
173716,3,oz,85
173717,1,fillet,79
173717,3,oz,85
173718,1,fillet,71
173718,3,oz,85
173719,3,oz,85
173719,0.5,fillet,178
173720,1,"cup, sliced",127
173720,1,"oz cooked, yield",17
173721,1,oz,28.35
173722,1,oz,28.35
173723,3,oz,85
173723,1,"can drained solids, bone and skin removed",247
173724,3,oz,85
173724,1,"can drained solids, bone and skin removed",242
173725,3,oz,85
173726,3,oz,85
173727,1,cup,197
173728,1,cup,230
173729,1,cup,296
173730,1,slice,14
173731,1,cup,253
173732,1,cup,249
173733,1,cup,246
173734,1,cup,194
173734,1,tbsp,12.1
173735,1,cup,172
173736,1,cup,177
173737,1,cup,260
173738,1,cup,184
173739,1,cup,177
173740,1,cup,177
173740,1,tbsp,11
173741,1,cup,256
173742,1,cup,184
173743,1,cup,177
173744,1,cup,184
173744,1,tbsp,12.2
173745,1,cup,208
173746,1,cup,182
173747,1,cup,262
173748,1,cup,210
173749,1,cup,215
173750,1,cup,179
173751,1,cup,196
173752,1,cup,177
173753,1,cup,170
173754,1,cup,256
173755,1,cup,103
173755,1,tbsp,6
173756,1,cup,200
173756,1,tbsp,12.5
173757,1,cup,164
173758,1,cup,167
173758,1,tbsp,10.5
173759,1,cup,171
173760,1,cup,240
173761,1,cup,240
173762,0.2,package,79
173763,0.2,package,79
173764,0.2,package,91
173765,1,cup,243
173766,1,cup,243
173767,1,cup,243
173768,1,cup,243
173769,1,cup,243
173770,1,cup,243
173771,1,cup,243
173772,1,cup,243
173773,1,cup,243
173774,1,cup,243
173775,0.5,cup,122
173776,1,cup,243
173777,1,cup,243
173778,1,container,170
173779,1,container,170
173780,1,container,170
173781,1,container,170
173782,1,tbsp,15
173783,0.2,package,79
173784,0.2,package,91
173785,3,oz,85
173786,0.2,package,91
173787,2,oz,56
173787,3,oz,84
173788,2,oz,56
173788,3,oz,84
173789,1,cup,230
173790,1,cup,177
173791,1,cup,262
173792,1,cup,177
173793,1,cup,177
173794,1,cup,182
173795,1,cup,169
173796,1,cup,171
173797,1,cup,169
173797,1,can,258
173798,1,cup,170
173799,1,cup,164
173800,1,can drained,253
173801,1,"can drained, rinsed",254
173801,1,"cup drained, rinsed",152
173802,1,cup,188
173803,1,cup,182
173804,1,cup,166
173805,1,cup,177
173806,1,cup,146
173806,1,oz,28.35
173806,1,peanut,1
173807,1,cup,147
173807,1,oz,28.35
173808,1,cup,144
173808,1,oz,28.35
173809,1,cup,143
173809,1,oz,28.35
173810,4,oz,113
173810,1,serving,115
173811,3,oz,85
173811,1,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 85 g)",30
173812,4,oz,113
173812,1,serving,115
173813,3,oz,85
173813,1,serving,85
173814,3,oz,85
173814,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",157
173815,1,oz,28.35
173815,1,lb,453.6
173816,3,oz,85
173816,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",209
173817,1,oz,28.35
173817,1,lb,453.6
173818,3,oz,85
173818,1,"unit, cooked (yield from 1 lb raw meat)",272
173819,3,oz,85
173819,1,"unit, cooked (yield from 1 lb raw meat)",295
173820,3,oz,85
173820,1,"unit, cooked (yield from 1 lb raw meat)",304
173821,3,oz,85
173821,1,"unit, cooked (yield from 1 lb raw meat)",358
173822,3,oz,85
173822,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",351
173823,4,oz,113
173823,1,roast,1495
173824,3,oz,85
173824,1,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 195 g)",80
173825,3,oz,85
173825,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",229
173826,4,oz,113
173826,1,roast,1495
173826,1,oz,28.35
173827,3,oz,85
173827,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",240
173828,1,oz,28.35
173828,1,lb,453.6
173829,3,oz,85
173829,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",163
173830,3,oz,85
173830,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",215
173831,3,oz,85
173831,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",182
173832,3,oz,85
173832,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",251
173833,1,oz,28.35
173833,1,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 385 g)",304
173834,3,oz,85
173834,1,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 385 g)",173
173835,4,oz,113
173835,1,chop,450
173836,3,oz,85
173836,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",186
173837,3,oz,85
173837,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",244
173838,4,oz,113
173838,1,chop,450
173838,1,oz,28.35
173839,3,oz,85
173839,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",174
173840,1,oz,28.35
173840,1,lb,453.6
173841,3,oz,85
173841,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",183
173842,3,oz,85
173842,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",251
173843,1,oz,28.35
173843,1,lb,453.6
173844,3,oz,85
173844,1,"piece, cooked (yield from 1 lb raw meat, boneless)",340
173845,1,oz,28.35
173845,1,lb,453.6
173846,3,oz,85
173846,1,"piece, cooked (yield from 1 lb raw meat, boneless)",277
173847,3,oz,85
173848,3,oz,85
173848,1,"piece, cooked (yield from 1 lb raw meat, boneless)",340
173849,4,oz,113
173850,4,oz,113
173850,1,roast with bone,325
173851,1,oz,28.35
173851,1,lb,453.6
173852,3,oz,85
173852,1,"piece, cooked (yield from 1 lb raw meat, boneless)",340
173853,1,oz,28.35
173853,1,lb,453.6
173854,3,oz,85
173854,1,"piece, cooked (yield from 1 lb raw meat, boneless)",340
173855,1,oz,28.35
173855,1,lb,453.6
173856,1,"slice, medium (4-1/2"" dia x 1/8"" thick) (1 oz)",28
173856,1,"slice (4"" dia x 1/8"" thick)",23
173857,0.99,oz 1 serving,28
173857,1,serving,28
173857,1,package,454
173858,1,serving (1 serving),56
173859,1,oz,28.35
173859,1,"link (4"" long)",60
173860,1,"slice (1 oz) (4"" x 4"" x 3/32"" thick)",28
173860,2,slices,57
173861,1,slice,38
173862,1,hot dog,49
173862,1,package,446
173863,1,slice,13
173864,56,grams 1 serving,56
173864,1,slice,28
173865,1,oz,28.35
173865,1,"slice (4-1/4"" x 4-1/4"" x 1/16"")",21
173866,1,tbsp,15
173866,1,oz,28.35
173867,1,link,72
173867,1,oz,28.35
173868,1,serving 2 slices,57
173868,1,oz,28.35
173868,2,oz,57
173869,1,oz,28.35
173869,1,slice,38
173870,1,"slice (2-1/2"" dia x 1/4"" thick)",18
173870,1,oz,28.35
173871,1,serving,57
173872,1,serving,28
173872,1,slice,28
173873,1,serving,28
173873,1,slice,28
173874,1,slice,12
173875,1,frankfurter,51
173876,1,link,23
173876,1,patty,37
173877,3,oz,85
173877,1,link,367
173878,1,link,370
173879,3,oz,85
173879,1,link,396
173882,3,oz,85
173883,3,oz,85
173883,1,serving,56
173884,1,cup (1 NLEA serving),28
173885,0.75,cup (1 NLEA serving),29
173886,0.75,cup (1 NLEA serving),27
173887,1.25,cup (1 NLEA serving),33
173887,1,cup,28
173888,0.75,cup (1 NLEA serving),30
173889,1.5,cup (1 NLEA serving),32
173890,1.5,cup (1 NLEA serving),31
173891,0.75,cup (1 NLEA serving),32
173891,0.5,cup,21
173892,0.5,cup (1 NLEA serving),48
173893,1,cup (1 NLEA serving),28
173894,1,cup (1 NLEA serving),59
173895,1,cup (1 NLEA serving),31
173896,1,oz,28.35
173896,1,cup,113
173897,1,cup,219
173898,1,packet (1 NLEA serving),28
173899,1,packet (1 NLEA serving),28
173900,0.25,cup (1 NLEA serving),45
173901,1,tbsp,10.6
173901,3,tbsp (1 NLEA serving),33
173901,1,cup,173
173902,1,cup,241
173902,1,tbsp,15
173902,0.75,cup,181
173903,3,tbsp (1 NLEA serving),35
173904,1,cup,81
173904,0.33,cup,27
173905,1,cup,234
173905,1,tbsp,14.6
173905,0.75,cup,175
173906,1,cup,240
173906,1,tbsp,15
173906,1,"packet, prepared",161
173907,1,packet,43
173908,1,cup,240
173908,1,tbsp,15
173908,1,"packet, prepared",158
173909,1,cup,30
173910,2,biscuits (1 NLEA serving),47
173911,1,cup (1 NLEA serving),49
173912,1,cup,14
173912,0.5,oz,14.2
173913,1,cup,12
173913,0.5,oz,14.2
173914,1,cup,244
173914,0.75,cup,183
173915,1,cup (1 serving),251
173916,1,tbsp,10.9
173916,1,cup,176
173917,1,cup,233
173918,1,cup (1 NLEA serving),52
173919,1.25,cup (1 NLEA serving),55
173920,1,packet,43
173921,0.75,cup (1 NLEA serving),28
173922,1,packet (1 NLEA serving),45
173923,1,packet (1 NLEA serving),45
173924,1,package (1 NLEA serving),75
173925,1,package (1 NLEA serving),73
173926,1,packet (1 NLEA serving),45
173927,1,cup (1 NLEA serving),55
173928,1,cup slices,171
173929,1,cup slices,170
173930,1,cup slices,204
173931,1,cup,60
173932,1,cup slices,206
173933,1,cup,248
173933,1,fl oz,31
173933,1,drink box (8.45 fl oz),262
173934,1,can (6 fl oz),211
173935,1,cup,239
173935,1,fl oz,29.9
173936,1,"cup, whole, without pits",227
173937,1,"cup, halves",244
173937,1,apricot half with liquid,36
173938,1,"cup, halves",247
173939,1,"cup, halves",253
173939,1,apricot half with liquid,40
173940,1,cup,249
173941,1,"cup, halves",130
173941,1,half,3.5
173942,1,"cup, halves",250
173943,1,"cup, halves",270
173944,1,"cup, mashed",225
173944,1,"cup, sliced",150
173944,1,"extra small (less than 6"" long)",81
173944,1,"small (6"" to 6-7/8"" long)",101
173944,1,"medium (7"" to 7-7/8"" long)",118
173944,1,"large (8"" to 8-7/8"" long)",136
173944,1,"extra large (9"" or longer)",152
173944,1,NLEA serving,126
173945,1,cup,100
173945,1,tbsp,6.2
173946,1,cup,144
173947,1,cup,250
173948,1,cup,256
173949,1,"cup, frozen",140
173950,1,"cup, unthawed",155
173950,1,package (20 oz),567
173951,1,"cup, thawed",230
173951,1,package (10 oz),284
173952,1,cup slices,150
173952,1,fruit without skin and seeds,20
173953,1,"cup, pieces",160
173953,1,fruit without skin and seeds,235
173954,1,"cup, without pits",155
173954,1,"cup, with pits, yields",103
173955,1,cup,244
173956,1,cup,252
173957,1,"cup, pitted",248
173958,1,"cup, pitted",250
173959,1,"cup, pitted",252
173960,1,cup,253
173961,1,cup,277
173961,1,"slice (1/2"" thick, approx 8 slices per can)",57
173962,1,cup,275
173963,1,cup,112
173964,1,cup,112
173965,4,oz,113
173965,1,steak,150
173966,4,oz,113
173966,1,steak,152
173967,4,oz,113
173968,4,oz,113
173969,4,oz,113
173969,1,steak,150
173970,4,oz,113
173970,1,roast,339
173971,4,oz,113
173971,1,roast,337
173972,4,oz,113
173972,1,roast,763
173973,4,oz,113
173973,1,steak,173
173974,4,oz,113
173974,1,roast,348
173975,4,oz,113
173975,1,roast,350
173976,4,oz,113
173976,1,roast,337
173977,4,oz,113
173977,1,roast,763
173978,4,oz,113
173978,1,roast,348
173979,4,oz,113
173979,1,roast,359
173980,4,oz,113
173980,1,steak,344
173981,4,oz,113
173981,1,steak,344
173982,4,oz,113
173982,1,roast,758
173983,4,oz,113
173983,1,roast,770
173984,4,oz,113
173984,1,steak,140
173985,4,oz,113
173985,1,steak,133
173986,3,oz,85
173986,1,steak,151
173987,4,oz,113
173987,1,roast,644
173988,4,oz,113
173988,1,steak,170
173989,4,oz,113
173989,1,steak,168
173990,4,oz,113
173990,1,steak,172
173991,3,oz,85
173991,1,roast,481
173992,3,oz,85
173993,3,oz,85
173994,3,oz,85
173995,3,oz,85
173996,4,oz,113
173996,1,roast,770
173997,4,oz,113
173997,1,roast,740
173998,4,oz,113
173998,1,roast,675
173999,4,oz,113
173999,1,roast,658
174000,4,oz,113
174000,1,roast,625
174001,4,oz,113
174001,1,roast,673
174002,4,oz,113
174002,1,steak,267
174003,4,oz,113
174003,1,steak,266
174003,1,oz,28
174004,3,oz,85
174004,1,roast,481
174005,3,oz,85
174005,1,roast,478
174006,3,oz,85
174006,1,roast,487
174007,3,oz,85
174008,3,oz,85
174009,4,oz,113
174009,1,steak,304
174010,4,oz,113
174010,1,steak,301
174011,4,oz,113
174011,1,steak,302
174012,4,oz,113
174013,3,oz,85
174014,4,oz,113
174015,4,oz,113
174016,3,oz,85
174016,1,lb,453.6
174017,3,oz,85
174017,1,lb,453.6
174018,4,oz,113
174018,1,lb,453.6
174019,3,oz ( 1 serving  ),85
174019,1,lb,453.6
174020,3,oz,85
174020,1,lb,453.6
174021,3,oz,85
174021,1,lb,453.6
174022,3,oz,85
174022,1,lb,453.6
174023,3,oz,85
174023,1,lb,453.6
174024,3,oz,85
174024,1,lb,453.6
174025,3,oz,85
174025,1,lb,453.6
174026,3,oz,85
174026,1,lb,453.6
174027,3,oz,85
174027,1,lb,453.6
174028,3,oz,85
174029,3,oz,85
174030,4,oz,113
174031,3,oz,85
174032,3,oz,85
174032,1,patty (yield from 1/4 lb raw meat),77
174033,3,oz,85
174033,1,patty ( yield from 1/4 lb raw meat ),83
174034,3,oz,85
174035,3,oz,85
174036,4,oz,113
174037,4,oz,113
174037,1,serving (3 oz),85
174038,3,oz,85
174039,3,oz,85
174040,3,oz,85
174041,4,oz,113
174041,1,lb,453.6
174042,3,oz,85
174042,1,lb,453.6
174043,3,oz,85
174043,1,lb,453.6
174044,3,oz,85
174044,1,lb,453.6
174045,3,oz,85
174045,1,lb,453.6
174046,4,oz,113
174046,1,lb,453.6
174047,3,oz,85
174047,1,lb,453.6
174048,4,oz,113
174048,1,lb,453.6
174049,4,oz,113
174049,1,lb,453.6
174050,3,oz,85
174050,1,lb,453.6
174051,4,oz,113
174051,1,lb,453.6
174052,3,oz,85
174052,1,lb,453.6
174053,3,oz,85
174053,1,lb,453.6
174054,3,oz,85
174054,1,lb,453.6
174055,4,oz,113
174055,1,lb,453.6
174056,4,oz,113
174056,1,lb,453.6
174057,4,oz,113
174057,1,lb,453.6
174058,4,oz,113
174058,1,lb,453.6
174059,3,oz,85
174059,1,lb,453.6
174060,3,oz,85
174060,1,lb,453.6
174061,3,oz,85
174061,1,lb,453.6
174062,1,cup,254
174062,1,can,521
174063,1,can,519
174063,1,cup,256
174064,1,cup,245
174064,1,can,516
174065,1,cup,245
174065,1,can,525
174066,2,Tbsp,35
174067,0.25,cup,60
174068,2,tbsp,30
174068,0.5,cup,125
174069,2,tbsp,30
174069,0.5,cup,125
174070,1,tbsp,18
174071,1,cup,240
174072,0.25,cup,58
174072,1,cup,230
174072,1,jar 12 oz,324
174073,1,cup,208
174073,1,can,527
174074,0.25,cup,56
174074,1,cup,224
174074,1,can,283
174075,1,piece,43
174076,1,piece,79
174077,1,piece,106
174078,1,piece,98
174079,3,cookies,31
174080,4,cookies,32
174081,1,tortilla 1 serving,41
174082,1,cake 1 serving,27
174083,1,serving,35
174084,1,serving 55 pieces,31
174085,1,serving 2 waffles,70
174086,1,serving 3 pancakes,105
174087,1,cookie,11.8
174088,3,cookie,29
174089,1,roll,51
174090,1,roll,56
174091,1,slice 1 serving,48
174092,0.5,piece bagel 1 serving,43
174093,1,muffin 1 serving,57
174094,1,piece roll,43
174095,1,cookie,34
174096,1,cookie,62
174097,1,bar,22
174098,10,goldfish,5.2
174099,1,slice,34
174100,1,slice,35
174101,1,slice,28
174102,1,slice,25
174103,3,crackers,10.7
174104,3,crackers,6.1
174105,1,waffle,45
174105,1,box,242
174106,1,pancake,48
174106,1,box,352
174107,1,roll,30
174107,1,slice,39
174108,8,fl oz,240
174109,1,fl oz,29.4
174109,1,serving 5 fl oz,147
174110,1,fl oz,29.3
174110,1,serving 5 fl oz,147
174111,16,fl oz,473
174112,8,fl oz,240
174113,12,fl oz,360
174114,1,tbsp,12
174115,1,cup (8 fl oz),256
174116,1,cup,240
174117,1,serving 2 tbsp,39
174117,1,cup,300
174118,1,cup (8 fl oz),282
174119,1,cup,265
174121,1,cup,265
174122,1,serving (3 heaping tsp or 1 envelope),28
174123,1,fl oz,34.3
174123,1,serving 6 fl oz,206
174124,1,serving 1 envelope,20
174125,1,fl oz,29.6
174126,1,tsp,1
174126,1,packet,2
174127,1,tsp dry,6.4
174128,1,cup,270
174129,1,cup,266
174129,16,fl oz,473
174130,1,fl oz,29.8
174130,1,serving 6 fl oz,179
174131,8,fl oz,240
174132,8,fl oz,240
174133,1,tsp rounded,1.8
174134,1,fl oz,29.9
174134,1,serving 6 fl oz,179
174135,1,serving 2 tbsp,13
174136,8,fl oz,242
174137,8,fl oz,247
174138,1,tsp (1 serving),3
174139,1,fl oz,30.1
174139,1,serving 6 fl oz,180
174140,1,fl oz,30.6
174140,1,cup (8 fl oz),245
174141,11.2,fl oz,335
174142,1,fl oz,30.6
174142,1,cup (8 fl oz),245
174143,2,tbsp,4.5
174144,16,fl oz,473
174145,12,fl oz,356
174146,12,fl oz,355
174147,8,fl oz,248
174148,8,fl oz,248
174149,8,fl oz,247
174150,8,fl oz,248
174151,1,fl oz,31
174151,1,cup (8 fl oz),248
174152,1,fl oz,34.8
174152,1,can (12 fl oz),418
174153,1,fl oz,30.9
174153,1,cup,247
174154,1,serving,15
174155,1,fl oz,29.6
174155,6,fl oz,178
174156,1,fl oz,29.6
174156,6,fl oz,178
174156,1,cup (8 fl oz),237
174157,1,fl oz,29
174158,1,fl oz,29.6
174158,1,cup,237
174158,1,ml,1
174159,1,serving,22
174160,1,serving,266
174161,8,fl oz (1 NLEA serving),237
174161,1,serving,237
174162,8,fl oz,243
174163,1,serving 8 oz,238
174164,1,serving,238
174165,1,serving 8 oz,243
174166,1,serving 8 oz,243
174167,1,serving 8 oz,243
174168,1,serving 8 oz,243
174169,1,serving 8 oz,246
174170,1,serving 8 oz,246
174171,1,serving,240
174172,1,serving 8 fluid oz,240
174172,1,can,480
174173,1,serving,238
174174,1,cup,244
174175,1,serving 8 oz,246
174176,1,container,209
174176,1,ml,1
174177,1,serving (8 fl oz),246
174177,12,fl oz,360
174178,8,fl oz,237
174179,1,cup (8 fl oz),238
174180,1,cup (8 fl oz),238
174181,1,tbsp,10
174181,1,serving,20
174182,3,oz,85
174183,1,"oz, boneless",28.35
174183,1,anchovy,4
174183,1,can (2 oz),45
174183,5,anchovies,20
174184,1,fillet,79
174184,3,oz,85
174185,3,oz,85
174185,1,fillet,170
174186,3,oz,85
174186,1,fillet,159
174187,1,fillet,87
174187,3,oz,85
174188,1,tbsp,16
174188,1,oz,28.35
174189,3,oz,85
174189,1,can,312
174190,1,oz,28.35
174190,1,"piece (5-1/2"" x 1-1/2"" x 1/2"")",80
174190,3,oz,85
174191,1,fillet,116
174191,3,oz,85
174192,1,fillet,79
174192,3,oz,85
174193,3,oz,85
174193,1,fillet,204
174194,1,"oz, boneless",28.35
174194,1,oz with bone (yield after bone removed),22
174194,1,"cubic inch, boneless",17
174194,1,fillet,159
174194,3,oz,85
174195,1,"piece (4"" x 2"" x 1/2"")",57
174195,1,"stick (4"" x 1"" x 1/2"")",28
174196,1,"oz, boneless",28.35
174196,1,fillet,163
174196,3,oz,85
174197,1,fillet,127
174197,3,oz,85
174198,1,fillet,150
174198,3,oz,85
174199,1,"oz, boneless",28.35
174199,1,"cubic inch, boneless",17
174199,3,oz,85
174200,3,oz,85
174200,0.5,fillet,204
174201,3,oz,85
174201,0.5,fillet,159
174202,1,leg,134
174202,3,oz,85
174203,3,oz,85
174204,3,oz,85
174204,1,crab,21
174205,1,"cup, flaked and pieces",118
174205,1,cup (not packed),135
174205,1,oz,28.35
174205,3,oz,85
174206,3,oz,85
174206,8,crayfish,27
174207,3,oz,85
174208,1,lobster,150
174208,3,oz,85
174209,1,cup,145
174209,3,oz,85
174210,1,medium,6
174210,1,small,5
174210,3,oz,85
174210,4,large,28
174211,3,oz,85
174211,1,lobster,209
174212,3,oz,85
174213,3,oz,85
174214,3,oz,85
174214,1,large,20
174214,1,"lb (with shell), yield after shell removed",68
174214,1,medium,14.5
174214,1,small,9
174214,1,cup (with liquid and clams),227
174215,3,oz,85
174216,1,cup,150
174216,1,oz,28.35
174216,1,large,20
174216,1,medium,16
174216,1,small,10
174216,3,oz,85
174217,3,oz,85
174218,3,oz,85
174219,1,medium,50
174219,3,oz,85
174220,1,unit 2 large or 5 small,30
174220,3,oz,85
174221,2,large,31
174222,3,oz,85
174223,1,"oz, boneless",28.35
174223,3,oz,85
174224,3,oz,85
174224,1,can,369
174225,3,oz,85
174225,1,can,454
174226,3,oz,85
174226,1,can,369
174227,3,oz,85
174227,1,can,171
174228,1,fillet,124
174228,3,oz,85
174229,1,fillet,117
174229,3,oz,85
174230,1,fillet,90
174230,3,oz,85
174231,1,fillet,25
174231,3,oz,85
174232,3,oz,85
174232,0.5,fillet,159
174233,1,fillet,144
174233,3,oz,85
174234,3,oz,85
174234,1,fillet,151
174235,3,oz,85
174235,0.5,fillet,151
174236,3,oz,85
174236,0.5,fillet,154
174237,3,oz,85
174237,0.5,fillet,151
174238,0.5,fillet,137
174238,3,oz,85
174239,1,oz,28.35
174239,3,oz,85
174240,3,oz,85
174240,0.5,fillet,151
174241,1,fillet,50
174241,3,oz,85
174242,3,oz,85
174242,1,fillet,186
174243,1,fillet,144
174243,3,oz,85
174244,1,fillet,50
174244,3,oz,85
174245,3,oz,85
174245,0.5,fillet,159
174246,3,oz,85
174246,1,fillet,154
174247,0.5,fillet,119
174247,3,oz,85
174248,0.5,fillet,146
174248,3,oz,85
174249,3,oz,85
174250,1,medium,25
174250,3,oz,85
174251,3,oz,85
174252,1,cup,178
174252,1,tbsp,11.1
174253,1,cup,188
174253,1,tbsp,11.7
174254,1,cup,241
174255,1,cup,202
174256,1,cup,207
174256,1,tbsp,13
174257,1,cup,202
174258,1,cup,140
174259,1,cup,207
174260,1,"cup in shell, edible yield",63
174260,1,"cup, shelled",180
174260,1,oz shelled,28.35
174260,33,nuts,28
174261,1,"cup, chopped",144
174261,1,oz shelled (32 nuts),28.35
174262,1,oz,28.35
174262,1,peanut,1
174263,1,cup,146
174263,1,oz,28.35
174264,1,cup,143
174264,1,oz,28.35
174265,2,tbsp,32
174265,1,cup,258
174266,2,tbsp,32
174266,1,cup,258
174267,1,cup,60
174267,1,oz,28.35
174268,1,cup,88
174268,1,oz,28.35
174269,1,link,25
174269,1,patty,38
174269,1,slice,28
174270,1,cup,186
174271,1,cup,172
174271,1,tbsp,10.7
174272,1,cup,166
174273,1,"cup, stirred",84
174273,1,tbsp,5.2
174274,1,"cup, stirred",85
174275,1,cup,105
174275,1,tbsp,6.6
174276,1,oz,28.35
174277,1,tbsp,16
174277,1,tsp,5.3
174277,1,cup,255
174277,1,individual packet,8.9
174278,1,tbsp,18
174278,1,tsp,6
174279,1,tbsp,18
174279,1,tsp,6
174279,0.25,cup,58
174280,1,block,11
174281,1,cup,167
174282,1,cup,171
174283,1,cup,182
174284,1,cup,192
174285,1,can drained solids,266
174286,1,can drained solids,277
174287,1,pattie,70
174288,1,cup,92
174289,1,tbsp,15
174289,1,cup,246
174290,0.2,block,91
174291,0.25,block,122
174292,1,slice,84
174293,1,cup,243
174293,1,fl oz,30.6
174294,2,tbsp,32
174294,1,cup,258
174295,1,cup,243
174295,1,fl oz,30.6
174296,1,cup,242
174296,1,can,444
174297,0.2,package,79
174298,1,cup,238
174298,1,tablespoon,16
174299,1,cup,172
174300,1,cup,172
174301,1,oz,28.35
174302,1,oz,28.35
174303,1,piece,17
174304,1,piece,13
174305,1,block,11
174306,1,cup,171
174307,1,oz,28.35
174307,1,lb,453.6
174308,3,oz,85
174308,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",187
174309,1,oz,28.35
174309,1,lb,453.6
174310,3,oz,85
174310,1,"unit, cooked (yield from 1 lb raw meat)",286
174311,1,oz,28.35
174311,1,lb,453.6
174312,3,oz,85
174312,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",265
174313,1,oz,28.35
174313,1,lb,453.6
174314,3,oz,85
174314,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",218
174315,1,oz,28.35
174315,1,lb,453.6
174316,3,oz,85
174316,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",262
174317,1,oz,28.35
174317,1,lb,453.6
174318,3,oz,85
174318,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",201
174319,1,oz,28.35
174319,1,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 120 g)",95
174320,3,oz,85
174320,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",193
174321,1,oz,28.35
174321,1,lb,453.6
174322,3,oz,85
174322,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",229
174323,3,oz,85
174323,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",255
174324,3,oz,85
174324,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",248
174325,3,oz,85
174325,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",269
174326,4,oz,113
174326,1,lb,453.6
174327,3,oz,85
174327,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",174
174328,3,oz,85
174328,1,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 160 g)",93
174329,3,oz,85
174329,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",286
174330,1,oz,28.35
174330,1,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 160 g)",101
174331,3,oz,85
174331,1,"chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 160 g)",55
174332,3,oz,85
174332,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",252
174333,3,oz,85
174333,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",258
174334,1,oz,28.35
174334,1,lb,453.6
174335,3,oz,85
174335,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",168
174336,1,oz,28.35
174336,1,lb,453.6
174337,3,oz,85
174337,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",222
174338,1,oz,28.35
174338,1,lb,453.6
174339,3,oz,85
174339,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",164
174340,4,oz,113
174340,1,serving,115
174341,3,oz,85
174341,1,serving,85
174342,4,oz,113
174342,1,serving,115
174343,3,oz,85
174343,1,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",258
174344,1,oz,28.35
174344,1,lb,453.6
174345,3,oz,85
174345,1,"piece, cooked (yield from 1 lb raw meat, boneless)",340
174346,3,oz,85
174346,1,"piece, cooked (yield from 1 lb raw meat, boneless)",299
174347,1,oz,28.35
174347,1,lb,453.6
174348,3,oz,85
174348,1,"piece, cooked (yield from 1 lb raw meat, boneless)",299
174349,3,oz,85
174349,1,"piece, cooked (yield from 1 lb raw meat, boneless)",399
174350,3,oz,85
174350,1,"unit, cooked (yield from 1 lb raw meat)",240
174351,1,oz,28.35
174351,4,oz,113
174352,3,oz,85
174352,1,"unit, cooked (yield from 1 lb raw meat)",339
174353,3,oz,85
174353,1,"unit, cooked (yield from 1 lb raw meat)",330
174354,1,oz,28.35
174354,4,oz,113
174355,3,oz,85
174355,1,"unit, cooked (yield from 1 lb raw meat)",255
174356,1,oz,28.35
174356,4,oz,113
174357,3,oz,85
174357,1,"unit, cooked (yield from 1 lb raw meat)",184
174358,3,oz,85
174358,1,slice,67
174359,1,oz,28.35
174359,4,oz,113
174360,3,oz,85
174360,1,"unit, cooked (yield from 1 lb raw meat)",381
174361,1,oz,28.35
174361,4,oz,113
174362,1,oz,28.35
